customer_sk,customer_id,first_name,last_name,email,residential_location,customer_segment
55522,CUST_55522,Steven,Thompson,steven.thompson@outlook.com,Tampa,Loyal Customer
55523,CUST_55523,Susan,Andrews,susan.andrews@gmail.com,Austin,High Value
55524,CUST_55524,Vanessa,Garza,vanessa.garza@gmail.com,Nashville,Loyal Customer
55525,CUST_55525,Danny,Powers,danny.powers@gmail.com,Columbus,Online Shopper
55526,CUST_55526,Kevin,Henderson,kevin.henderson@yahoo.com,Boston,Budget Shopper
55527,CUST_55527,Brittney,Fletcher,brittney.fletcher@gmail.com,Minneapolis,Churn Risk
55528,CUST_55528,Mary,Williams,mary.williams@outlook.com,New York,Online Shopper
55529,CUST_55529,Ariel,Adams,ariel.adams@gmail.com,Fresno,Loyal Customer
55530,CUST_55530,Sandra,Nichols,sandra.nichols@gmail.com,San Diego,Occasional Shopper
55531,CUST_55531,Nicole,Clark,nicole.clark@gmail.com,Minneapolis,Occasional Shopper
55532,CUST_55532,Darren,Hansen,darren.hansen@outlook.com,Arlington,First-time Buyer
55533,CUST_55533,John,Brown,john.brown@yahoo.com,Mesa,Budget Shopper
55534,CUST_55534,Christine,Barajas,christine.barajas@gmail.com,San Francisco,Budget Shopper
55535,CUST_55535,Karen,Richmond,karen.richmond@gmail.com,Minneapolis,High Value
55536,CUST_55536,William,Davis,william.davis@yahoo.com,Mesa,Loyal Customer
55537,CUST_55537,Jonathan,Barber,jonathan.barber@outlook.com,Seattle,Budget Shopper
55538,CUST_55538,Lisa,Rivas,lisa.rivas@outlook.com,Dallas,Budget Shopper
55539,CUST_55539,Vincent,Payne,vincent.payne@yahoo.com,Virginia Beach,In-Store Regular
55540,CUST_55540,Angela,Sandoval,angela.sandoval@gmail.com,Omaha,Occasional Shopper
55541,CUST_55541,Brian,Clayton,brian.clayton@outlook.com,Albuquerque,Occasional Shopper
55542,CUST_55542,Jessica,Norton,jessica.norton@yahoo.com,San Antonio,Loyal Customer
55543,CUST_55543,Zachary,Riley,zachary.riley@yahoo.com,Houston,Premium Shopper
55544,CUST_55544,Jennifer,Ellis,jennifer.ellis@gmail.com,Baltimore,Budget Shopper
55545,CUST_55545,Lisa,Webb,lisa.webb@outlook.com,El Paso,Budget Shopper
55546,CUST_55546,Steven,Fitzpatrick,steven.fitzpatrick@yahoo.com,Tucson,Online Shopper
55547,CUST_55547,Amy,Green,amy.green@gmail.com,Memphis,High Value
55548,CUST_55548,David,Graves,david.graves@yahoo.com,Fresno,Online Shopper
55549,CUST_55549,Kristin,Martinez,kristin.martinez@gmail.com,Austin,Premium Shopper
55550,CUST_55550,Matthew,Cohen,matthew.cohen@gmail.com,Atlanta,First-time Buyer
55551,CUST_55551,Jeffery,Robbins,jeffery.robbins@yahoo.com,New York,Online Shopper
55552,CUST_55552,Ronald,Miller,ronald.miller@yahoo.com,San Jose,High Value
55553,CUST_55553,Nicholas,Wilson,nicholas.wilson@outlook.com,San Francisco,Churn Risk
55554,CUST_55554,Taylor,Williams,taylor.williams@yahoo.com,Dallas,Premium Shopper
55555,CUST_55555,Jamie,Buchanan,jamie.buchanan@gmail.com,Phoenix,Churn Risk
55556,CUST_55556,Marcus,Webb,marcus.webb@gmail.com,Boston,First-time Buyer
55557,CUST_55557,Cody,Henderson,cody.henderson@yahoo.com,Milwaukee,Online Shopper
55558,CUST_55558,Lisa,Mccormick,lisa.mccormick@yahoo.com,Portland,Budget Shopper
55559,CUST_55559,Ashley,Carter,ashley.carter@yahoo.com,Detroit,Deal Seeker
55560,CUST_55560,Johnny,Long,johnny.long@outlook.com,Long Beach,In-Store Regular
55561,CUST_55561,Geoffrey,Brown,geoffrey.brown@yahoo.com,El Paso,Online Shopper
55562,CUST_55562,Johnathan,Mcpherson,johnathan.mcpherson@gmail.com,Louisville,Occasional Shopper
55563,CUST_55563,Amanda,Valdez,amanda.valdez@outlook.com,New Orleans,Churn Risk
55564,CUST_55564,David,Woods,david.woods@outlook.com,Milwaukee,In-Store Regular
55565,CUST_55565,Gloria,Sherman,gloria.sherman@outlook.com,Raleigh,High Value
55566,CUST_55566,Charles,Williams,charles.williams@gmail.com,Tucson,Premium Shopper
55567,CUST_55567,Bryce,Harper,bryce.harper@outlook.com,San Diego,In-Store Regular
55568,CUST_55568,Alexandra,Robinson,alexandra.robinson@gmail.com,Oakland,First-time Buyer
55569,CUST_55569,Brianna,Hahn,brianna.hahn@yahoo.com,Jacksonville,Premium Shopper
55570,CUST_55570,Maria,Dixon,maria.dixon@gmail.com,San Antonio,In-Store Regular
55571,CUST_55571,Jeffery,Wilkins,jeffery.wilkins@outlook.com,Austin,Deal Seeker
55572,CUST_55572,Andres,Nguyen,andres.nguyen@gmail.com,Detroit,Loyal Customer
55573,CUST_55573,Daniel,Strickland,daniel.strickland@outlook.com,Seattle,High Value
55574,CUST_55574,Walter,Mckenzie,walter.mckenzie@outlook.com,Indianapolis,First-time Buyer
55575,CUST_55575,Tony,Davis,tony.davis@yahoo.com,Las Vegas,First-time Buyer
55576,CUST_55576,Shaun,Hernandez,shaun.hernandez@yahoo.com,Albuquerque,Occasional Shopper
55577,CUST_55577,Nathaniel,Rivera,nathaniel.rivera@yahoo.com,Raleigh,Occasional Shopper
55578,CUST_55578,Amanda,Charles,amanda.charles@gmail.com,Portland,Online Shopper
55579,CUST_55579,Heather,Taylor,heather.taylor@outlook.com,Las Vegas,First-time Buyer
55580,CUST_55580,Eric,Davis,eric.davis@outlook.com,Jacksonville,In-Store Regular
55581,CUST_55581,Tiffany,Potter,tiffany.potter@gmail.com,Colorado Springs,Loyal Customer
55582,CUST_55582,Deborah,Chandler,deborah.chandler@gmail.com,Las Vegas,In-Store Regular
55583,CUST_55583,Jeffrey,Jones,jeffrey.jones@yahoo.com,Oklahoma City,In-Store Regular
55584,CUST_55584,Stephanie,Freeman,stephanie.freeman@gmail.com,Charlotte,First-time Buyer
55585,CUST_55585,Carlos,Patton,carlos.patton@yahoo.com,Omaha,High Value
55586,CUST_55586,Thomas,Chase,thomas.chase@outlook.com,Arlington,High Value
55587,CUST_55587,Amanda,Hernandez,amanda.hernandez@outlook.com,Oakland,Loyal Customer
55588,CUST_55588,Jennifer,Huynh,jennifer.huynh@outlook.com,Dallas,In-Store Regular
55589,CUST_55589,Shelly,Padilla,shelly.padilla@yahoo.com,Phoenix,Online Shopper
55590,CUST_55590,Jerry,Wallace,jerry.wallace@outlook.com,Colorado Springs,Premium Shopper
55591,CUST_55591,Heidi,Burns,heidi.burns@gmail.com,Jacksonville,First-time Buyer
55592,CUST_55592,Michael,Spence,michael.spence@gmail.com,Raleigh,Online Shopper
55593,CUST_55593,Kathleen,Curtis,kathleen.curtis@outlook.com,Columbus,Churn Risk
55594,CUST_55594,Nathan,Stewart,nathan.stewart@outlook.com,Minneapolis,In-Store Regular
55595,CUST_55595,Brian,Sanders,brian.sanders@yahoo.com,San Diego,Online Shopper
55596,CUST_55596,Jerry,Young,jerry.young@yahoo.com,Tulsa,First-time Buyer
55597,CUST_55597,Barbara,Reed,barbara.reed@yahoo.com,Sacramento,Premium Shopper
55598,CUST_55598,Bianca,Smith,bianca.smith@yahoo.com,Austin,Deal Seeker
55599,CUST_55599,Brian,Smith,brian.smith@yahoo.com,Long Beach,Loyal Customer
55600,CUST_55600,Carol,Barnes,carol.barnes@yahoo.com,El Paso,High Value
55601,CUST_55601,Scott,Jarvis,scott.jarvis@outlook.com,Nashville,Online Shopper
55602,CUST_55602,Derek,Ruiz,derek.ruiz@outlook.com,Tulsa,Deal Seeker
55603,CUST_55603,Alexis,Hernandez,alexis.hernandez@outlook.com,San Diego,Online Shopper
55604,CUST_55604,Amy,Cunningham,amy.cunningham@yahoo.com,Phoenix,High Value
55605,CUST_55605,Kelly,Santana,kelly.santana@outlook.com,San Diego,Online Shopper
55606,CUST_55606,Vicki,Hansen,vicki.hansen@yahoo.com,Indianapolis,Budget Shopper
55607,CUST_55607,Linda,Wade,linda.wade@outlook.com,Austin,Loyal Customer
55608,CUST_55608,Bryan,Bauer,bryan.bauer@yahoo.com,Oklahoma City,Occasional Shopper
55609,CUST_55609,Jose,Matthews,jose.matthews@outlook.com,Virginia Beach,High Value
55610,CUST_55610,Stephanie,Calderon,stephanie.calderon@gmail.com,Albuquerque,Deal Seeker
55611,CUST_55611,David,Farrell,david.farrell@gmail.com,Houston,Occasional Shopper
55612,CUST_55612,Sandra,Williams,sandra.williams@outlook.com,Milwaukee,Premium Shopper
55613,CUST_55613,Eric,Bowman,eric.bowman@gmail.com,Tampa,Deal Seeker
55614,CUST_55614,Bryan,Rodriguez,bryan.rodriguez@gmail.com,Nashville,Loyal Customer
55615,CUST_55615,Jacqueline,Cochran,jacqueline.cochran@gmail.com,Albuquerque,Budget Shopper
55616,CUST_55616,Angel,Black,angel.black@yahoo.com,Indianapolis,Budget Shopper
55617,CUST_55617,Amy,Winters,amy.winters@outlook.com,Indianapolis,First-time Buyer
55618,CUST_55618,Alejandra,Bruce,alejandra.bruce@outlook.com,Mesa,First-time Buyer
55619,CUST_55619,Thomas,Young,thomas.young@gmail.com,San Antonio,Deal Seeker
55620,CUST_55620,Clayton,Morris,clayton.morris@outlook.com,Indianapolis,Occasional Shopper
55621,CUST_55621,Aaron,Robinson,aaron.robinson@yahoo.com,Sacramento,First-time Buyer
55622,CUST_55622,Marcus,Simpson,marcus.simpson@gmail.com,Jacksonville,Deal Seeker
55623,CUST_55623,Margaret,Peterson,margaret.peterson@yahoo.com,Milwaukee,Deal Seeker
55624,CUST_55624,Brittney,Gregory,brittney.gregory@yahoo.com,Fresno,Occasional Shopper
55625,CUST_55625,Michael,Reyes,michael.reyes@yahoo.com,Nashville,Budget Shopper
55626,CUST_55626,Edward,Anderson,edward.anderson@yahoo.com,Omaha,Loyal Customer
55627,CUST_55627,Curtis,Turner,curtis.turner@yahoo.com,Raleigh,High Value
55628,CUST_55628,Ryan,Garner,ryan.garner@yahoo.com,Oakland,Online Shopper
55629,CUST_55629,Mariah,Bailey,mariah.bailey@outlook.com,Tampa,Budget Shopper
55630,CUST_55630,Douglas,Young,douglas.young@outlook.com,Milwaukee,High Value
55631,CUST_55631,Joann,Crane,joann.crane@outlook.com,Nashville,Online Shopper
55632,CUST_55632,Kevin,Santana,kevin.santana@yahoo.com,Atlanta,Budget Shopper
55633,CUST_55633,Steven,Morris,steven.morris@gmail.com,Kansas City,Churn Risk
55634,CUST_55634,Kyle,Wagner,kyle.wagner@outlook.com,Portland,First-time Buyer
55635,CUST_55635,Anne,Roberts,anne.roberts@gmail.com,Minneapolis,High Value
55636,CUST_55636,Maria,Flores,maria.flores@outlook.com,New Orleans,Deal Seeker
55637,CUST_55637,Angela,Barnes,angela.barnes@yahoo.com,Phoenix,Occasional Shopper
55638,CUST_55638,Rhonda,Harvey,rhonda.harvey@gmail.com,Philadelphia,In-Store Regular
55639,CUST_55639,Kathleen,Fischer,kathleen.fischer@gmail.com,Tucson,In-Store Regular
55640,CUST_55640,Nicole,Butler,nicole.butler@yahoo.com,Boston,Deal Seeker
55641,CUST_55641,Regina,Stout,regina.stout@outlook.com,Kansas City,Deal Seeker
55642,CUST_55642,Tony,Steele,tony.steele@outlook.com,Houston,In-Store Regular
55643,CUST_55643,Donald,Russell,donald.russell@gmail.com,Seattle,Loyal Customer
55644,CUST_55644,Emma,Warren,emma.warren@outlook.com,Memphis,Loyal Customer
55645,CUST_55645,Linda,Lopez,linda.lopez@outlook.com,San Francisco,Deal Seeker
55646,CUST_55646,Carolyn,Fowler,carolyn.fowler@outlook.com,Kansas City,Occasional Shopper
55647,CUST_55647,Ashley,Chan,ashley.chan@yahoo.com,Phoenix,Occasional Shopper
55648,CUST_55648,Wendy,Morris,wendy.morris@outlook.com,Portland,Deal Seeker
55649,CUST_55649,Connor,Barton,connor.barton@outlook.com,Jacksonville,Online Shopper
55650,CUST_55650,Taylor,White,taylor.white@gmail.com,Kansas City,High Value
55651,CUST_55651,John,Hill,john.hill@yahoo.com,El Paso,In-Store Regular
55652,CUST_55652,Sarah,Livingston,sarah.livingston@yahoo.com,El Paso,Occasional Shopper
55653,CUST_55653,Ryan,Wagner,ryan.wagner@yahoo.com,San Diego,Premium Shopper
55654,CUST_55654,James,Carrillo,james.carrillo@gmail.com,Phoenix,Deal Seeker
55655,CUST_55655,Henry,Downs,henry.downs@gmail.com,Philadelphia,Loyal Customer
55656,CUST_55656,Teresa,Bates,teresa.bates@outlook.com,Chicago,Occasional Shopper
55657,CUST_55657,Marc,Williams,marc.williams@yahoo.com,Milwaukee,Loyal Customer
55658,CUST_55658,Valerie,Irwin,valerie.irwin@gmail.com,Memphis,Online Shopper
55659,CUST_55659,Julie,Russell,julie.russell@gmail.com,El Paso,Budget Shopper
55660,CUST_55660,Megan,Soto,megan.soto@gmail.com,San Antonio,Churn Risk
55661,CUST_55661,Patty,Moore,patty.moore@outlook.com,Omaha,High Value
55662,CUST_55662,Mitchell,Robertson,mitchell.robertson@gmail.com,Austin,Online Shopper
55663,CUST_55663,John,Nelson,john.nelson@gmail.com,New York,Deal Seeker
55664,CUST_55664,Krista,Sullivan,krista.sullivan@gmail.com,Raleigh,First-time Buyer
55665,CUST_55665,Tamara,Lawson,tamara.lawson@yahoo.com,Arlington,Premium Shopper
55666,CUST_55666,John,Santiago,john.santiago@gmail.com,Indianapolis,Budget Shopper
55667,CUST_55667,Heather,Whitehead,heather.whitehead@gmail.com,Memphis,Occasional Shopper
55668,CUST_55668,Joseph,Estrada,joseph.estrada@outlook.com,Austin,In-Store Regular
55669,CUST_55669,David,Burns,david.burns@yahoo.com,Indianapolis,Budget Shopper
55670,CUST_55670,Timothy,Flores,timothy.flores@outlook.com,Mesa,Budget Shopper
55671,CUST_55671,Ashley,Estrada,ashley.estrada@gmail.com,Oakland,High Value
55672,CUST_55672,Philip,Evans,philip.evans@gmail.com,Tucson,High Value
55673,CUST_55673,Michelle,Higgins,michelle.higgins@gmail.com,Oklahoma City,Loyal Customer
55674,CUST_55674,Jeffrey,Rodriguez,jeffrey.rodriguez@outlook.com,San Diego,Premium Shopper
55675,CUST_55675,Shane,Johnson,shane.johnson@gmail.com,San Diego,First-time Buyer
55676,CUST_55676,Ricardo,Flores,ricardo.flores@outlook.com,Omaha,Online Shopper
55677,CUST_55677,Nathaniel,Martinez,nathaniel.martinez@yahoo.com,Atlanta,Loyal Customer
55678,CUST_55678,Brad,Anderson,brad.anderson@yahoo.com,Arlington,First-time Buyer
55679,CUST_55679,Brett,Mcdowell,brett.mcdowell@yahoo.com,San Antonio,High Value
55680,CUST_55680,Eric,Miller,eric.miller@yahoo.com,Dallas,Premium Shopper
55681,CUST_55681,Jonathon,Smith,jonathon.smith@outlook.com,Omaha,Premium Shopper
55682,CUST_55682,James,Morgan,james.morgan@outlook.com,Raleigh,Premium Shopper
55683,CUST_55683,Kyle,Carlson,kyle.carlson@gmail.com,New York,Churn Risk
55684,CUST_55684,Paul,White,paul.white@outlook.com,Colorado Springs,Online Shopper
55685,CUST_55685,Jeffrey,Jones,jeffrey.jones@yahoo.com,Tulsa,Loyal Customer
55686,CUST_55686,David,Walker,david.walker@outlook.com,El Paso,Occasional Shopper
55687,CUST_55687,Steven,Potter,steven.potter@yahoo.com,Oakland,Budget Shopper
55688,CUST_55688,Christopher,Cobb,christopher.cobb@gmail.com,Kansas City,Budget Shopper
55689,CUST_55689,Brittany,Ellis,brittany.ellis@gmail.com,San Antonio,High Value
55690,CUST_55690,Nicole,Yates,nicole.yates@gmail.com,Austin,First-time Buyer
55691,CUST_55691,Oscar,Gardner,oscar.gardner@outlook.com,Arlington,High Value
55692,CUST_55692,Scott,Bryant,scott.bryant@gmail.com,Tulsa,High Value
55693,CUST_55693,Edward,Owens,edward.owens@yahoo.com,Tampa,Loyal Customer
55694,CUST_55694,John,Farrell,john.farrell@gmail.com,Detroit,Budget Shopper
55695,CUST_55695,John,Sullivan,john.sullivan@gmail.com,Houston,Churn Risk
55696,CUST_55696,Darren,Chang,darren.chang@gmail.com,Minneapolis,First-time Buyer
55697,CUST_55697,Laura,Ewing,laura.ewing@outlook.com,Mesa,Budget Shopper
55698,CUST_55698,Angela,Carlson,angela.carlson@yahoo.com,Virginia Beach,In-Store Regular
55699,CUST_55699,David,Stevens,david.stevens@gmail.com,Portland,Loyal Customer
55700,CUST_55700,Jonathan,Johnston,jonathan.johnston@outlook.com,New York,High Value
55701,CUST_55701,Andrew,Colon,andrew.colon@outlook.com,Albuquerque,Loyal Customer
55702,CUST_55702,Hunter,Carpenter,hunter.carpenter@outlook.com,Denver,Occasional Shopper
55703,CUST_55703,Andrew,Lewis,andrew.lewis@outlook.com,Portland,In-Store Regular
55704,CUST_55704,Angela,Reynolds,angela.reynolds@yahoo.com,New Orleans,Online Shopper
55705,CUST_55705,Laura,Wu,laura.wu@outlook.com,Memphis,Churn Risk
55706,CUST_55706,Joshua,Barnes,joshua.barnes@gmail.com,Charlotte,Loyal Customer
55707,CUST_55707,Bryan,Wilson,bryan.wilson@outlook.com,Minneapolis,Occasional Shopper
55708,CUST_55708,Jean,Meyers,jean.meyers@yahoo.com,San Antonio,Deal Seeker
55709,CUST_55709,Tina,Lowe,tina.lowe@outlook.com,Seattle,Online Shopper
55710,CUST_55710,Tonya,Carlson,tonya.carlson@yahoo.com,Tampa,Deal Seeker
55711,CUST_55711,Susan,Anderson,susan.anderson@outlook.com,Phoenix,Online Shopper
55712,CUST_55712,Melvin,Flores,melvin.flores@yahoo.com,El Paso,Deal Seeker
55713,CUST_55713,Melissa,Richardson,melissa.richardson@outlook.com,Louisville,High Value
55714,CUST_55714,Cheryl,Rogers,cheryl.rogers@gmail.com,Oklahoma City,High Value
55715,CUST_55715,Robert,Anderson,robert.anderson@outlook.com,Fresno,First-time Buyer
55716,CUST_55716,Diana,Wright,diana.wright@outlook.com,Boston,Churn Risk
55717,CUST_55717,Randy,Bradley,randy.bradley@yahoo.com,Houston,Loyal Customer
55718,CUST_55718,Patrick,Larson,patrick.larson@outlook.com,Los Angeles,Churn Risk
55719,CUST_55719,Michelle,Craig,michelle.craig@gmail.com,Louisville,Loyal Customer
55720,CUST_55720,Dawn,Owens,dawn.owens@yahoo.com,Detroit,First-time Buyer
55721,CUST_55721,Jonathan,Jones,jonathan.jones@yahoo.com,Philadelphia,In-Store Regular
55722,CUST_55722,Robert,Collins,robert.collins@yahoo.com,Colorado Springs,Premium Shopper
55723,CUST_55723,Elizabeth,Parker,elizabeth.parker@outlook.com,Louisville,Churn Risk
55724,CUST_55724,Joshua,Novak,joshua.novak@yahoo.com,Raleigh,Loyal Customer
55725,CUST_55725,Christopher,Anderson,christopher.anderson@outlook.com,Long Beach,Budget Shopper
55726,CUST_55726,Tiffany,Cook,tiffany.cook@yahoo.com,Oklahoma City,Loyal Customer
55727,CUST_55727,Jeffrey,Harrison,jeffrey.harrison@gmail.com,Jacksonville,First-time Buyer
55728,CUST_55728,Ashley,Savage,ashley.savage@yahoo.com,Boston,High Value
55729,CUST_55729,Bobby,Lopez,bobby.lopez@yahoo.com,Sacramento,Budget Shopper
55730,CUST_55730,Emily,Tran,emily.tran@gmail.com,Tulsa,Deal Seeker
55731,CUST_55731,Patrick,Blanchard,patrick.blanchard@yahoo.com,Philadelphia,Online Shopper
55732,CUST_55732,Elizabeth,Butler,elizabeth.butler@yahoo.com,Baltimore,Churn Risk
55733,CUST_55733,Judy,Adams,judy.adams@yahoo.com,Tulsa,Occasional Shopper
55734,CUST_55734,Travis,Coffey,travis.coffey@yahoo.com,Columbus,Loyal Customer
55735,CUST_55735,Christopher,Young,christopher.young@outlook.com,Washington,Deal Seeker
55736,CUST_55736,Katherine,Gonzales,katherine.gonzales@yahoo.com,San Jose,Premium Shopper
55737,CUST_55737,Jennifer,Carr,jennifer.carr@gmail.com,Nashville,Budget Shopper
55738,CUST_55738,Bridget,Strickland,bridget.strickland@outlook.com,Sacramento,Churn Risk
55739,CUST_55739,Brianna,Walker,brianna.walker@outlook.com,Chicago,In-Store Regular
55740,CUST_55740,Steven,Alvarez,steven.alvarez@gmail.com,Phoenix,Deal Seeker
55741,CUST_55741,Adam,Jones,adam.jones@yahoo.com,San Jose,Deal Seeker
55742,CUST_55742,Jacqueline,Oliver,jacqueline.oliver@yahoo.com,Oakland,Occasional Shopper
55743,CUST_55743,Thomas,Mccullough,thomas.mccullough@outlook.com,Washington,Budget Shopper
55744,CUST_55744,Cody,Smith,cody.smith@yahoo.com,Fresno,Online Shopper
55745,CUST_55745,Linda,Cox,linda.cox@yahoo.com,Fresno,In-Store Regular
55746,CUST_55746,Heather,Griffith,heather.griffith@outlook.com,Sacramento,Premium Shopper
55747,CUST_55747,James,Brandt,james.brandt@outlook.com,Tucson,Premium Shopper
55748,CUST_55748,John,Lin,john.lin@outlook.com,Dallas,Occasional Shopper
55749,CUST_55749,Derek,Jackson,derek.jackson@yahoo.com,Mesa,First-time Buyer
55750,CUST_55750,Whitney,Hopkins,whitney.hopkins@gmail.com,San Jose,High Value
55751,CUST_55751,Betty,Armstrong,betty.armstrong@gmail.com,New Orleans,Churn Risk
55752,CUST_55752,Jeffery,Glover,jeffery.glover@gmail.com,Miami,Loyal Customer
55753,CUST_55753,Courtney,Mosley,courtney.mosley@gmail.com,New York,Premium Shopper
55754,CUST_55754,Tyler,Gonzalez,tyler.gonzalez@gmail.com,San Jose,Premium Shopper
55755,CUST_55755,Brandy,Singh,brandy.singh@outlook.com,Chicago,Premium Shopper
55756,CUST_55756,Antonio,Curtis,antonio.curtis@outlook.com,Portland,Premium Shopper
55757,CUST_55757,Kimberly,Adkins,kimberly.adkins@outlook.com,Seattle,First-time Buyer
55758,CUST_55758,Catherine,Marsh,catherine.marsh@gmail.com,Nashville,Premium Shopper
55759,CUST_55759,Brian,Medina,brian.medina@gmail.com,Raleigh,Loyal Customer
55760,CUST_55760,Vanessa,Padilla,vanessa.padilla@yahoo.com,Nashville,In-Store Regular
55761,CUST_55761,Janice,Smith,janice.smith@gmail.com,Sacramento,Churn Risk
55762,CUST_55762,Brianna,Higgins,brianna.higgins@outlook.com,Tulsa,High Value
55763,CUST_55763,Jose,Mendez,jose.mendez@gmail.com,New York,In-Store Regular
55764,CUST_55764,Stacy,Jennings,stacy.jennings@outlook.com,Oklahoma City,Deal Seeker
55765,CUST_55765,Richard,Moore,richard.moore@outlook.com,San Francisco,High Value
55766,CUST_55766,Nicholas,Lewis,nicholas.lewis@yahoo.com,Indianapolis,Online Shopper
55767,CUST_55767,Robert,White,robert.white@outlook.com,Memphis,Premium Shopper
55768,CUST_55768,Rachel,Curtis,rachel.curtis@yahoo.com,Louisville,Occasional Shopper
55769,CUST_55769,Susan,Martinez,susan.martinez@outlook.com,Boston,Occasional Shopper
55770,CUST_55770,Thomas,Miller,thomas.miller@outlook.com,Seattle,Deal Seeker
55771,CUST_55771,Kimberly,Smith,kimberly.smith@gmail.com,Sacramento,First-time Buyer
55772,CUST_55772,James,Barry,james.barry@yahoo.com,Raleigh,In-Store Regular
55773,CUST_55773,Traci,Warren,traci.warren@outlook.com,Baltimore,Churn Risk
55774,CUST_55774,Edward,Ellison,edward.ellison@gmail.com,Nashville,Budget Shopper
55775,CUST_55775,Michele,Ellis,michele.ellis@yahoo.com,Raleigh,Online Shopper
55776,CUST_55776,Micheal,Weber,micheal.weber@yahoo.com,Louisville,Occasional Shopper
55777,CUST_55777,Whitney,Gates,whitney.gates@yahoo.com,Seattle,Budget Shopper
55778,CUST_55778,Timothy,Montgomery,timothy.montgomery@gmail.com,Fort Worth,Deal Seeker
55779,CUST_55779,Joshua,Howell,joshua.howell@yahoo.com,San Jose,Budget Shopper
55780,CUST_55780,Jamie,Hammond,jamie.hammond@outlook.com,Indianapolis,Loyal Customer
55781,CUST_55781,Devin,Knox,devin.knox@outlook.com,Columbus,Deal Seeker
55782,CUST_55782,Anthony,Mccarthy,anthony.mccarthy@yahoo.com,Dallas,Premium Shopper
55783,CUST_55783,Jason,Sanchez,jason.sanchez@gmail.com,Tampa,First-time Buyer
55784,CUST_55784,Maria,Salas,maria.salas@gmail.com,Memphis,Online Shopper
55785,CUST_55785,Ashley,Roberts,ashley.roberts@gmail.com,Houston,High Value
55786,CUST_55786,Lindsay,Frey,lindsay.frey@outlook.com,San Antonio,High Value
55787,CUST_55787,Ryan,Atkins,ryan.atkins@gmail.com,Indianapolis,Occasional Shopper
55788,CUST_55788,Steven,Reynolds,steven.reynolds@yahoo.com,Philadelphia,Premium Shopper
55789,CUST_55789,Whitney,Rowe,whitney.rowe@gmail.com,Miami,High Value
55790,CUST_55790,Lori,Taylor,lori.taylor@gmail.com,Boston,Churn Risk
55791,CUST_55791,Stephanie,Price,stephanie.price@gmail.com,Louisville,Deal Seeker
55792,CUST_55792,Mark,Martin,mark.martin@outlook.com,Fort Worth,Occasional Shopper
55793,CUST_55793,Steven,Adams,steven.adams@gmail.com,Minneapolis,In-Store Regular
55794,CUST_55794,Walter,Schaefer,walter.schaefer@outlook.com,Phoenix,In-Store Regular
55795,CUST_55795,Nicole,Campos,nicole.campos@yahoo.com,New York,In-Store Regular
55796,CUST_55796,Yvette,Oconnor,yvette.oconnor@gmail.com,Atlanta,Occasional Shopper
55797,CUST_55797,Ariana,Fernandez,ariana.fernandez@outlook.com,Phoenix,Deal Seeker
55798,CUST_55798,Randall,Reese,randall.reese@yahoo.com,San Jose,First-time Buyer
55799,CUST_55799,Jessica,Watson,jessica.watson@gmail.com,Seattle,Deal Seeker
55800,CUST_55800,Sheri,Thompson,sheri.thompson@outlook.com,Arlington,First-time Buyer
55801,CUST_55801,Brianna,Anderson,brianna.anderson@outlook.com,New York,First-time Buyer
55802,CUST_55802,Brent,Patterson,brent.patterson@outlook.com,San Antonio,Deal Seeker
55803,CUST_55803,Jody,Wheeler,jody.wheeler@outlook.com,Fresno,Premium Shopper
55804,CUST_55804,Nathan,Mitchell,nathan.mitchell@outlook.com,Washington,Online Shopper
55805,CUST_55805,Ryan,Allen,ryan.allen@gmail.com,Raleigh,Churn Risk
55806,CUST_55806,Michele,Braun,michele.braun@gmail.com,Portland,Loyal Customer
55807,CUST_55807,Jennifer,Campbell,jennifer.campbell@outlook.com,Milwaukee,High Value
55808,CUST_55808,Holly,Hays,holly.hays@yahoo.com,Albuquerque,Premium Shopper
55809,CUST_55809,Robert,Vargas,robert.vargas@outlook.com,Omaha,Occasional Shopper
55810,CUST_55810,Michael,Smith,michael.smith@outlook.com,Atlanta,Loyal Customer
55811,CUST_55811,Deborah,Richardson,deborah.richardson@yahoo.com,Oakland,Online Shopper
55812,CUST_55812,Maurice,Carson,maurice.carson@yahoo.com,Oklahoma City,Churn Risk
55813,CUST_55813,David,Robinson,david.robinson@outlook.com,Boston,First-time Buyer
55814,CUST_55814,Angela,Griffith,angela.griffith@outlook.com,Kansas City,Premium Shopper
55815,CUST_55815,Amanda,Smith,amanda.smith@outlook.com,Miami,Loyal Customer
55816,CUST_55816,Diana,Alvarado,diana.alvarado@outlook.com,New Orleans,Occasional Shopper
55817,CUST_55817,Timothy,Jackson,timothy.jackson@gmail.com,Portland,High Value
55818,CUST_55818,Jennifer,Welch,jennifer.welch@outlook.com,Miami,Budget Shopper
55819,CUST_55819,Tracey,West,tracey.west@yahoo.com,Milwaukee,Occasional Shopper
55820,CUST_55820,Tracy,Johnson,tracy.johnson@yahoo.com,Houston,Premium Shopper
55821,CUST_55821,Regina,Mays,regina.mays@outlook.com,Detroit,Premium Shopper
55822,CUST_55822,John,Haynes,john.haynes@outlook.com,New York,Budget Shopper
55823,CUST_55823,Mary,Walker,mary.walker@outlook.com,Atlanta,Occasional Shopper
55824,CUST_55824,Ryan,Daniels,ryan.daniels@gmail.com,Phoenix,Churn Risk
